case_id,project_id,disease_id,voc_id,log2_fold_change,target_ppb,healthy_ppb,primary_site,primary_diagnosis,ajcc_pathologic_stage,stage_num,label_origin,study_id,source
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,propanol,-0.4,9.094299399062388,12.0,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,hexanal,0.6,6.366009579343672,4.2,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,toluene,0.35,1.9118409409788932,1.5,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,acetone,0.4,629.4052734386705,477.0,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,isoprene,-0.35,82.38133027915883,105.0,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,2_butanone,0.45,1.6392483081052744,1.2,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,acetone,-0.4,361.49840111272994,477.0,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,ethanol,0.6,181.88598798124775,120.0,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,ethanol,0.35,152.94727527831148,120.0,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,isoprene,-0.5,74.24621202458749,105.0,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,methanol,-0.4,121.25732532083184,160.0,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,2_butanone,0.6,1.8188598798124775,1.2,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,ethylbenzene,0.6,1.0610015965572785,0.7,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,isopropanol,-0.4,18.946457081379975,25.0,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,acetone,0.6,722.9968022254599,477.0,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,heptanal,0.6,4.698721356182234,3.1,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,nonanal,0.6,7.57858283255199,5.0,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::covid19::10.1016/j.ebiom.2020.103154,covid19,covid19,octanal,0.6,3.3345764463228758,2.2,lung,COVID-19,,2.0,literature:directional_only,10.1016/j.ebiom.2020.103154,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,hydrogen_sulfide,0.7,12.996038341699768,8.0,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,dms,0.55,21.22924259121157,14.5,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,isoprene,-0.4,79.57511974179589,105.0,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::pneumonia_bacterial::10.1038/srep17179,pneumonia_bacterial,pneumonia_bacterial,pentane,0.6,12.883590815338383,8.5,lung,Bacterial pneumonia,,2.0,literature:directional_only,10.1038/srep17179,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,dms,0.4,19.132864706206966,14.5,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,hexanal,0.55,6.149159922971627,4.2,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,pentane,0.6,12.883590815338383,8.5,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::tuberculosis::10.1016/j.tube.2006.03.004,tuberculosis,tuberculosis,ethane,0.6,3.789291416275995,2.5,lung,Tuberculosis,,2.0,literature:directional_only,10.1016/j.tube.2006.03.004,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,styrene,0.6,0.9094299399062388,0.6,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,phenol,0.6,5.3050079827863925,3.5,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,hydrogen_sulfide,0.4,10.556063286183154,8.0,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,toluene,0.6,2.273574849765597,1.5,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,ethylbenzene,0.6,1.0610015965572785,0.7,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,hexanal,0.6,6.366009579343672,4.2,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,pentane,0.55,12.444728415537817,8.5,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,ethanol,0.3,147.73732960138994,120.0,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,ammonia,0.35,318.64015682981557,250.0,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,methanol,0.25,190.27313840043536,160.0,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,acetone,0.6,722.9968022254599,477.0,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,isoprene,0.6,159.15023948359178,105.0,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,isoprene,0.6,159.15023948359178,105.0,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::sleep_apnea::10.1093/toxsci/kfw260,sleep_apnea,sleep_apnea,acetone,0.6,722.9968022254599,477.0,lung,Obstructive sleep apnea,,2.0,literature:directional_only,10.1093/toxsci/kfw260,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,hexanal,0.6,6.366009579343672,4.2,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,nonanal,0.6,7.57858283255199,5.0,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,ammonia,0.35,318.64015682981557,250.0,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::cancer_stomach::10.1186/s12935-017-0475-x,cancer_stomach,cancer_stomach,2_butanone,0.4,1.583409492927473,1.2,stomach,Gastric cancer,,2.0,literature:directional_only,10.1186/s12935-017-0475-x,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,nonanal,-0.4,3.789291416275995,5.0,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,isoprene,-0.4,79.57511974179589,105.0,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,benzene,0.6,1.2125732532083184,0.8,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,pentane,0.45,11.611342182412361,8.5,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,hexanal,-0.3,3.4114600646961897,4.2,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,2_butanone,0.25,1.4270485380032651,1.2,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
real::malaria::10.1093/infdis/jiy072,malaria,malaria,acetone,0.35,607.9654192312881,477.0,systemic,Malaria,,2.0,literature:directional_only,10.1093/infdis/jiy072,literature_panel
