voc_id,median,mean,count
acetaldehyde,113.5688625,118.03677487896826,504
acetone,203.191055,320.863065427877,1008
ethanol,191.06025,238.28888769642856,504
isoprene,61.020855,64.68546922222222,504
methanol,106.728725,132.91486199603176,504
phenol,3.8179284,4.308875442658731,504
propanol,116.38161500000001,130.56501679761902,504
toluene,5.216498,5.7102980259920635,504
