study_id,disease_id,voc_id,log2_fold_change,disease_median,control_median,n_disease,n_control,unit,source,label_origin,note
10.1164/ajrccm.161.4.9906122,cystic_fibrosis,ethanol,0.3,,,,,literature_log2fc,literature_panel,literature:quantified,Exhaled Ethane Is Elevated in Cystic Fibrosis and Correlates with Carbon Monoxide Levels and Airway Obstruction; 10.1164/ajrccm.161.4.9906122
10.1164/ajrccm.161.4.9906122,cystic_fibrosis,hexanal,0.55,,,,,literature_log2fc,literature_panel,literature:quantified,Exhaled Ethane Is Elevated in Cystic Fibrosis and Correlates with Carbon Monoxide Levels and Airway Obstruction; 10.1164/ajrccm.161.4.9906122
10.1164/ajrccm.161.4.9906122,cystic_fibrosis,pentane,0.5,,,,,literature_log2fc,literature_panel,literature:quantified,Exhaled Ethane Is Elevated in Cystic Fibrosis and Correlates with Carbon Monoxide Levels and Airway Obstruction; 10.1164/ajrccm.161.4.9906122
10.1164/ajrccm.161.4.9906122,cystic_fibrosis,isoprene,-0.3,,,,,literature_log2fc,literature_panel,literature:quantified,Exhaled Ethane Is Elevated in Cystic Fibrosis and Correlates with Carbon Monoxide Levels and Airway Obstruction; 10.1164/ajrccm.161.4.9906122
10.1016/j.jacc.2012.12.033,heart_failure,acetone,2.117,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1016/j.jacc.2012.12.033,heart_failure,pentane,0.862,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1016/j.jacc.2012.12.033,heart_failure,methanol,0.2,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1164/ajrccm.161.4.9906122,cystic_fibrosis,ammonia,0.35,,,,,literature_log2fc,literature_panel,literature:quantified,Exhaled Ethane Is Elevated in Cystic Fibrosis and Correlates with Carbon Monoxide Levels and Airway Obstruction; 10.1164/ajrccm.161.4.9906122
10.1016/j.jacc.2012.12.033,heart_failure,isoprene,-0.35,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1016/j.jacc.2012.12.033,heart_failure,hexanal,0.5,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1016/j.jacc.2012.12.033,heart_failure,isopropanol,0.4,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1016/j.jacc.2012.12.033,heart_failure,ammonia,0.3,,,,,literature_log2fc,literature_panel,literature:quantified,Single Exhaled Breath Metabolomic Analysis Identifies Unique Breathprint in Patients With Acute Decompensated Heart Failure; 10.1016/j.jacc.2012.12.033
10.1164/ajrccm.162.4.2003064,asthma,dodecane,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,butane,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,propanol,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,octane,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,hexanal,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
