disease_id,disease_name,gene_symbol,score
MONDO_0005148,type 2 diabetes mellitus,NDUFA9,0.6070822841258986
MONDO_0005148,type 2 diabetes mellitus,NDUFAF4,0.6070822841258986
MONDO_0005148,type 2 diabetes mellitus,MTNR1B,0.6066300753680927
MONDO_0005148,type 2 diabetes mellitus,MGAM,0.6053877905493638
MONDO_0005148,type 2 diabetes mellitus,KCNQ1,0.6006666611320316
MONDO_0005148,type 2 diabetes mellitus,AMY2A,0.5995518800044899
MONDO_0005148,type 2 diabetes mellitus,KL,0.5936782874827654
MONDO_0005148,type 2 diabetes mellitus,NR3C2,0.5887781580336537
MONDO_0005148,type 2 diabetes mellitus,APOE,0.5871322628705564
MONDO_0005148,type 2 diabetes mellitus,LPL,0.5866709608015469
MONDO_0005148,type 2 diabetes mellitus,GAA,0.5837285770629831
MONDO_0005148,type 2 diabetes mellitus,CTRB2,0.5830915978811065
MONDO_0005148,type 2 diabetes mellitus,CTRB1,0.5825459941194321
MONDO_0005148,type 2 diabetes mellitus,PAM,0.5774130858528652
MONDO_0005148,type 2 diabetes mellitus,SI,0.5695417942243364
MONDO_0005148,type 2 diabetes mellitus,MGAM2,0.5684036603097232
MONDO_0005148,type 2 diabetes mellitus,FGFR4,0.5673291228309811
MONDO_0005148,type 2 diabetes mellitus,UBE2E2,0.5662364308302305
MONDO_0005148,type 2 diabetes mellitus,AGTR1,0.5641546928050634
MONDO_0005148,type 2 diabetes mellitus,PDX1,0.5608536198707346
MONDO_0005148,type 2 diabetes mellitus,IRS1,0.5575730358414249
MONDO_0005148,type 2 diabetes mellitus,JAZF1,0.556536713405284
MONDO_0005148,type 2 diabetes mellitus,LIPC,0.5552648722883587
MONDO_0005148,type 2 diabetes mellitus,ANKH,0.5495131885576013
MONDO_0005148,type 2 diabetes mellitus,HMGA2,0.5461579315688885
MONDO_0005148,type 2 diabetes mellitus,PROX1,0.544776628405339
